T(sec)	WE1 Volts(mV)	WE1 Idir(mA)	WE1 Idif (mA)	
737.2600	222.129	-0.003159	
737.2800	221.137	-0.003177	
737.3000	220.144	-0.003193	
737.3200	219.152	-0.003209	
737.3400	218.157	-0.003226	
737.3600	217.159	-0.003243	
737.3800	216.163	-0.003259	
737.4000	215.169	-0.003276	
737.4200	214.178	-0.003292	
737.4400	213.183	-0.003305	
737.4600	212.189	-0.003321	
737.4800	211.191	-0.003336	
737.5000	210.191	-0.003353	
737.5200	209.198	-0.003368	
737.5400	208.199	-0.003380	
737.5600	207.204	-0.003397	
737.5800	206.211	-0.003413	
737.6000	205.215	-0.003429	
737.6200	204.217	-0.003444	
737.6400	203.224	-0.003461	
737.6600	202.231	-0.003476	
737.6800	201.240	-0.003492	
737.7000	200.247	-0.003508	
737.7200	199.252	-0.003524	
737.7400	198.258	-0.003538	
737.7600	197.261	-0.003555	
737.7800	196.263	-0.003572	
737.8000	195.265	-0.003589	
737.8200	194.268	-0.003604	
737.8400	193.271	-0.003619	
737.8600	192.273	-0.003639	
737.8800	191.274	-0.003658	
737.9000	190.271	-0.003675	
737.9200	189.272	-0.003692	
737.9400	188.277	-0.003709	
737.9600	187.278	-0.003727	
737.9800	186.274	-0.003744	
738.0000	185.273	-0.003763	
738.0200	184.271	-0.003782	
738.0400	183.267	-0.003800	
738.0600	182.264	-0.003821	
738.0800	181.265	-0.003838	
738.1000	180.266	-0.003856	
738.1200	179.267	-0.003870	
738.1400	178.268	-0.003888	
738.1600	177.268	-0.003905	
738.1800	176.270	-0.003921	
738.2000	175.274	-0.003934	
738.2200	174.280	-0.003950	
738.2400	173.282	-0.003966	
738.2600	172.284	-0.003980	
738.2800	171.287	-0.003997	
738.3000	170.292	-0.004011	
738.3200	169.294	-0.004026	
738.3400	168.296	-0.004042	
738.3600	167.302	-0.004057	
738.3800	166.306	-0.004072	
738.4000	165.311	-0.004088	
738.4200	164.314	-0.004103	
738.4400	163.318	-0.004123	
738.4600	162.324	-0.004140	
738.4800	161.327	-0.004158	
738.5000	160.330	-0.004175	
738.5200	159.330	-0.004195	
738.5400	158.330	-0.004212	
738.5600	157.332	-0.004231	
738.5800	156.335	-0.004250	
738.6000	155.336	-0.004268	
738.6200	154.337	-0.004287	
738.6400	153.342	-0.004307	
738.6600	152.344	-0.004324	
738.6800	151.348	-0.004341	
738.7000	150.353	-0.004356	
738.7200	149.357	-0.004373	
738.7400	148.361	-0.004393	
738.7600	147.365	-0.004413	
738.7800	146.365	-0.004430	
738.8000	145.366	-0.004450	
738.8200	144.367	-0.004466	
738.8400	143.372	-0.004481	
738.8600	142.376	-0.004498	
738.8800	141.376	-0.004515	
738.9000	140.374	-0.004533	
738.9200	139.373	-0.004548	
738.9400	138.374	-0.004564	
738.9600	137.375	-0.004579	
738.9800	136.382	-0.004599	
739.0000	135.382	-0.004618	
739.0200	134.381	-0.004638	
739.0400	133.380	-0.004659	
739.0600	132.381	-0.004675	
739.0800	131.384	-0.004692	
739.1000	130.383	-0.004712	
739.1200	129.385	-0.004731	
739.1400	128.389	-0.004749	
739.1600	127.389	-0.004771	
739.1800	126.390	-0.004789	
739.2000	125.396	-0.004808	
739.2200	124.401	-0.004823	
739.2400	123.409	-0.004843	
739.2600	122.413	-0.004861	
739.2800	121.414	-0.004881	
739.3000	120.411	-0.004899	
739.3200	119.416	-0.004918	
739.3400	118.420	-0.004935	
739.3600	117.426	-0.004951	
739.3800	116.431	-0.004968	
739.4000	115.434	-0.004985	
739.4200	114.441	-0.005002	
739.4400	113.446	-0.005018	
739.4600	112.450	-0.005035	
739.4800	111.456	-0.005050	
739.5000	110.463	-0.005068	
739.5200	109.462	-0.005087	
739.5400	108.467	-0.005105	
739.5600	107.468	-0.005123	
739.5800	106.472	-0.005141	
739.6000	105.477	-0.005157	
739.6200	104.484	-0.005172	
739.6400	103.489	-0.005189	
739.6600	102.494	-0.005207	
739.6800	101.498	-0.005222	
739.7000	100.503	-0.005237	
739.7200	99.508	-0.005252	
739.7400	98.517	-0.005269	
739.7600	97.522	-0.005286	
739.7800	96.526	-0.005304	
739.8000	95.530	-0.005324	
739.8200	94.530	-0.005342	
739.8400	93.533	-0.005358	
739.8600	92.536	-0.005373	
739.8800	91.539	-0.005392	
739.9000	90.540	-0.005410	
739.9200	89.538	-0.005430	
739.9400	88.539	-0.005446	
739.9600	87.536	-0.005466	
739.9800	86.540	-0.005483	
740.0000	85.538	-0.005504	
740.0200	84.539	-0.005520	
740.0400	83.536	-0.005539	
740.0600	82.529	-0.005555	
740.0800	81.527	-0.005572	
740.1000	80.528	-0.005587	
740.1200	79.528	-0.005600	
740.1400	78.535	-0.005616	
740.1600	77.534	-0.005633	
740.1800	76.533	-0.005652	
740.2000	75.535	-0.005669	
740.2200	74.539	-0.005683	
740.2400	73.547	-0.005699	
740.2600	72.551	-0.005716	
740.2800	71.558	-0.005730	
740.3000	70.556	-0.005748	
740.3200	69.561	-0.005764	
740.3400	68.562	-0.005784	
740.3600	67.567	-0.005805	
740.3800	66.577	-0.005821	
740.4000	65.581	-0.005837	
740.4200	64.584	-0.005855	
740.4400	63.586	-0.005873	
740.4600	62.589	-0.005888	
740.4800	61.596	-0.005903	
740.5000	60.602	-0.005919	
740.5200	59.607	-0.005931	
740.5400	58.611	-0.005948	
740.5600	57.612	-0.005963	
740.5800	56.616	-0.005978	
740.6000	55.616	-0.005992	
740.6200	54.621	-0.006007	
740.6400	53.625	-0.006021	
740.6600	52.634	-0.006035	
740.6800	51.639	-0.006047	
740.7000	50.641	-0.006062	
740.7200	49.647	-0.006078	
740.7400	48.653	-0.006093	
740.7600	47.658	-0.006106	
740.7800	46.662	-0.006126	
740.8000	45.669	-0.006143	
740.8200	44.675	-0.006158	
740.8400	43.677	-0.006177	
740.8600	42.681	-0.006194	
740.8800	41.684	-0.006208	
740.9000	40.686	-0.006227	
740.9200	39.692	-0.006241	
740.9400	38.693	-0.006254	
740.9600	37.693	-0.006271	
740.9800	36.691	-0.006289	
741.0000	35.695	-0.006300	
741.0200	34.697	-0.006316	
741.0400	33.697	-0.006331	
741.0600	32.696	-0.006345	
741.0800	31.697	-0.006359	
741.1000	30.700	-0.006370	
741.1200	29.699	-0.006385	
741.1400	28.698	-0.006398	
741.1600	27.698	-0.006411	
741.1800	26.703	-0.006423	
741.2000	25.704	-0.006439	
741.2200	24.707	-0.006449	
741.2400	23.711	-0.006464	
741.2600	22.719	-0.006478	
741.2800	21.729	-0.006489	
741.3000	20.733	-0.006503	
741.3200	19.735	-0.006519	
741.3400	18.738	-0.006535	
741.3600	17.744	-0.006547	
741.3800	16.751	-0.006559	
741.4000	15.757	-0.006573	
741.4200	14.762	-0.006588	
741.4400	13.765	-0.006602	
741.4600	12.769	-0.006617	
741.4800	11.776	-0.006631	
741.5000	10.780	-0.006642	
741.5200	9.786	-0.006656	
741.5400	8.794	-0.006673	
741.5600	7.796	-0.006687	
741.5800	6.794	-0.006702	
741.6000	5.794	-0.006720	
741.6200	4.800	-0.006734	
741.6400	3.808	-0.006748	
741.6600	2.815	-0.006761	
741.6800	1.819	-0.006779	
741.7000	0.823	-0.006792	
741.7200	-0.174	-0.006805	
741.7400	-1.171	-0.006815	
741.7600	-2.165	-0.006829	
741.7800	-3.153	-0.006840	
741.8000	-4.141	-0.006852	
741.8200	-5.130	-0.006866	
741.8400	-6.121	-0.006877	
741.8600	-7.114	-0.006888	
741.8800	-8.104	-0.006901	
741.9000	-9.092	-0.006909	
741.9200	-10.082	-0.006919	
741.9400	-11.075	-0.006931	
741.9600	-12.071	-0.006945	
741.9800	-13.066	-0.006957	
742.0000	-14.059	-0.006965	
742.0200	-15.049	-0.006977	
742.0400	-16.040	-0.006987	
742.0600	-17.032	-0.007000	
742.0800	-18.029	-0.007010	
742.1000	-19.030	-0.007025	
742.1200	-20.030	-0.007038	
742.1400	-21.032	-0.007051	
742.1600	-22.032	-0.007065	
742.1800	-23.031	-0.007076	
742.2000	-24.030	-0.007085	
742.2200	-25.030	-0.007100	
742.2400	-26.029	-0.007112	
742.2600	-27.026	-0.007126	
742.2800	-28.024	-0.007135	
742.3000	-29.019	-0.007146	
742.3200	-30.015	-0.007158	
742.3400	-31.015	-0.007170	
742.3600	-32.010	-0.007184	
742.3800	-33.008	-0.007198	
742.4000	-34.002	-0.007212	
742.4200	-35.000	-0.007224	
742.4400	-35.998	-0.007236	
742.4600	-36.995	-0.007250	
742.4800	-37.991	-0.007258	
742.5000	-38.985	-0.007266	
742.5200	-39.982	-0.007277	
742.5400	-40.976	-0.007288	
742.5600	-41.972	-0.007297	
742.5800	-42.970	-0.007306	
742.6000	-43.968	-0.007317	
742.6200	-44.971	-0.007327	
742.6400	-45.969	-0.007335	
742.6600	-46.966	-0.007346	
742.6800	-47.965	-0.007356	
742.7000	-48.963	-0.007365	
742.7200	-49.963	-0.007375	
742.7400	-50.958	-0.007386	
742.7600	-51.955	-0.007394	
742.7800	-52.953	-0.007402	
742.8000	-53.946	-0.007413	
742.8200	-54.944	-0.007423	
742.8400	-55.941	-0.007435	
742.8600	-56.940	-0.007444	
742.8800	-57.942	-0.007456	
742.9000	-58.939	-0.007468	
742.9200	-59.935	-0.007479	
742.9400	-60.928	-0.007487	
742.9600	-61.927	-0.007497	
742.9800	-62.927	-0.007507	
743.0000	-63.926	-0.007515	
743.0200	-64.923	-0.007525	
743.0400	-65.918	-0.007537	
743.0600	-66.915	-0.007546	
743.0800	-67.911	-0.007556	
743.1000	-68.910	-0.007565	
743.1200	-69.914	-0.007574	
743.1400	-70.915	-0.007587	
743.1600	-71.916	-0.007595	
743.1800	-72.912	-0.007603	
743.2000	-73.909	-0.007612	
743.2200	-74.909	-0.007620	
743.2400	-75.907	-0.007628	
743.2600	-76.906	-0.007640	
743.2800	-77.901	-0.007648	
743.3000	-78.894	-0.007654	
743.3200	-79.885	-0.007658	
743.3400	-80.880	-0.007664	
743.3600	-81.878	-0.007669	
743.3800	-82.876	-0.007676	
743.4000	-83.876	-0.007685	
743.4200	-84.870	-0.007694	
743.4400	-85.867	-0.007702	
743.4600	-86.860	-0.007710	
743.4800	-87.853	-0.007719	
743.5000	-88.851	-0.007725	
743.5200	-89.846	-0.007732	
743.5400	-90.842	-0.007741	
743.5600	-91.838	-0.007749	
743.5800	-92.832	-0.007757	
743.6000	-93.828	-0.007766	
743.6200	-94.828	-0.007775	
743.6400	-95.831	-0.007783	
743.6600	-96.829	-0.007792	
743.6800	-97.827	-0.007800	
743.7000	-98.825	-0.007805	
743.7200	-99.821	-0.007814	
743.7400	-100.819	-0.007821	
743.7600	-101.812	-0.007828	
743.7800	-102.808	-0.007831	
743.8000	-103.804	-0.007837	
743.8200	-104.794	-0.007847	
743.8400	-105.788	-0.007855	
743.8600	-106.781	-0.007858	
743.8800	-107.782	-0.007864	
743.9000	-108.783	-0.007872	
743.9200	-109.781	-0.007879	
743.9400	-110.777	-0.007885	
743.9600	-111.773	-0.007895	
743.9800	-112.771	-0.007903	
744.0000	-113.767	-0.007911	
744.0200	-114.765	-0.007920	
744.0400	-115.762	-0.007925	
744.0600	-116.761	-0.007933	
744.0800	-117.761	-0.007941	
744.1000	-118.764	-0.007951	
744.1200	-119.766	-0.007959	
744.1400	-120.773	-0.007965	
744.1600	-121.777	-0.007968	
744.1800	-122.780	-0.007977	
744.2000	-123.780	-0.007983	
744.2200	-124.779	-0.007988	
744.2400	-125.781	-0.007997	
744.2600	-126.785	-0.008005	
744.2800	-127.786	-0.008014	
744.3000	-128.788	-0.008018	
744.3200	-129.787	-0.008021	
744.3400	-130.784	-0.008025	
744.3600	-131.779	-0.008030	
744.3800	-132.777	-0.008034	
744.4000	-133.776	-0.008040	
744.4200	-134.775	-0.008046	
744.4400	-135.770	-0.008052	
744.4600	-136.764	-0.008059	
744.4800	-137.762	-0.008067	
744.5000	-138.759	-0.008074	
744.5200	-139.753	-0.008080	
744.5400	-140.750	-0.008086	
744.5600	-141.745	-0.008089	
744.5800	-142.740	-0.008092	
744.6000	-143.735	-0.008094	
744.6200	-144.727	-0.008101	
744.6400	-145.725	-0.008107	
744.6600	-146.724	-0.008116	
744.6800	-147.726	-0.008124	
744.7000	-148.725	-0.008132	
744.7200	-149.721	-0.008136	
744.7400	-150.717	-0.008141	
744.7600	-151.715	-0.008147	
744.7800	-152.711	-0.008150	
744.8000	-153.705	-0.008155	
744.8200	-154.700	-0.008159	
744.8400	-155.696	-0.008166	
744.8600	-156.689	-0.008169	
744.8800	-157.683	-0.008172	
744.9000	-158.677	-0.008180	
744.9200	-159.672	-0.008185	
744.9400	-160.673	-0.008189	
744.9600	-161.669	-0.008194	
744.9800	-162.668	-0.008196	
745.0000	-163.664	-0.008199	
745.0200	-164.660	-0.008206	
745.0400	-165.659	-0.008212	
745.0600	-166.655	-0.008219	
745.0800	-167.653	-0.008222	
745.1000	-168.649	-0.008225	
745.1200	-169.647	-0.008231	
745.1400	-170.646	-0.008238	
745.1600	-171.645	-0.008243	
745.1800	-172.645	-0.008252	
745.2000	-173.647	-0.008258	
745.2200	-174.647	-0.008263	
745.2400	-175.647	-0.008267	
745.2600	-176.643	-0.008271	
745.2800	-177.641	-0.008276	
745.3000	-178.637	-0.008281	
745.3200	-179.634	-0.008285	
745.3400	-180.630	-0.008286	
745.3600	-181.626	-0.008290	
745.3800	-182.621	-0.008294	
745.4000	-183.620	-0.008300	
745.4200	-184.620	-0.008306	
745.4400	-185.617	-0.008312	
745.4600	-186.614	-0.008317	
745.4800	-187.611	-0.008319	
745.5000	-188.610	-0.008319	
745.5200	-189.605	-0.008326	
745.5400	-190.602	-0.008332	
745.5600	-191.599	-0.008339	
745.5800	-192.596	-0.008344	
745.6000	-193.591	-0.008349	
745.6200	-194.588	-0.008352	
745.6400	-195.582	-0.008357	
745.6600	-196.577	-0.008363	
745.6800	-197.574	-0.008371	
745.7000	-198.575	-0.008374	
745.7200	-199.570	-0.008380	
745.7400	-200.565	-0.008387	
745.7600	-201.558	-0.008390	
745.7800	-202.552	-0.008392	
745.8000	-203.544	-0.008395	
745.8200	-204.538	-0.008400	
745.8400	-205.532	-0.008406	
745.8600	-206.525	-0.008409	
745.8800	-207.516	-0.008412	
745.9000	-208.508	-0.008418	
745.9200	-209.501	-0.008424	
745.9400	-210.498	-0.008428	
745.9600	-211.495	-0.008435	
745.9800	-212.493	-0.008440	
746.0000	-213.487	-0.008443	
746.0200	-214.481	-0.008450	
746.0400	-215.478	-0.008455	
746.0600	-216.476	-0.008461	
746.0800	-217.478	-0.008466	
746.1000	-218.476	-0.008470	
746.1200	-219.476	-0.008475	
746.1400	-220.473	-0.008482	
746.1600	-221.473	-0.008486	
746.1800	-222.474	-0.008489	
746.2000	-223.478	-0.008497	
746.2200	-224.480	-0.008503	
746.2400	-225.483	-0.008507	
746.2600	-226.482	-0.008513	
746.2800	-227.480	-0.008518	
746.3000	-228.481	-0.008524	
746.3200	-229.482	-0.008529	
746.3400	-230.483	-0.008535	
746.3600	-231.479	-0.008540	
746.3800	-232.477	-0.008544	
746.4000	-233.471	-0.008549	
746.4200	-234.469	-0.008554	
746.4400	-235.467	-0.008561	
746.4600	-236.463	-0.008567	
746.4800	-237.461	-0.008574	
746.5000	-238.460	-0.008584	
746.5200	-239.456	-0.008593	
746.5400	-240.456	-0.008598	
746.5600	-241.451	-0.008604	
746.5800	-242.449	-0.008611	
746.6000	-243.448	-0.008615	
746.6200	-244.438	-0.008618	
746.6400	-245.434	-0.008624	
746.6600	-246.430	-0.008628	
746.6800	-247.431	-0.008637	
746.7000	-248.429	-0.008638	
746.7200	-249.430	-0.008644	
746.7400	-250.431	-0.008651	
746.7600	-251.428	-0.008655	
746.7800	-252.427	-0.008664	
746.8000	-253.422	-0.008670	
746.8200	-254.420	-0.008678	
746.8400	-255.417	-0.008681	
746.8600	-256.410	-0.008684	
746.8800	-257.403	-0.008690	
746.9000	-258.395	-0.008696	
746.9200	-259.387	-0.008701	
746.9400	-260.388	-0.008709	
746.9600	-261.388	-0.008721	
746.9800	-262.382	-0.008731	
747.0000	-263.379	-0.008739	
747.0200	-264.376	-0.008749	
747.0400	-265.374	-0.008755	
747.0600	-266.369	-0.008761	
747.0800	-267.371	-0.008770	
747.1000	-268.369	-0.008779	
747.1200	-269.372	-0.008791	
747.1400	-270.370	-0.008798	
747.1600	-271.364	-0.008806	
747.1800	-272.364	-0.008815	
747.2000	-273.370	-0.008823	
747.2200	-274.374	-0.008830	
747.2400	-275.378	-0.008842	
747.2600	-276.375	-0.008853	
747.2800	-277.375	-0.008858	
747.3000	-278.375	-0.008863	
747.3200	-279.369	-0.008866	
747.3400	-280.365	-0.008873	
747.3600	-281.361	-0.008884	
747.3800	-282.359	-0.008895	
747.4000	-283.352	-0.008909	
747.4200	-284.348	-0.008917	
747.4400	-285.344	-0.008922	
747.4600	-286.335	-0.008928	
747.4800	-287.335	-0.008937	
747.5000	-288.329	-0.008947	
747.5200	-289.322	-0.008958	
747.5400	-290.317	-0.008972	
747.5600	-291.310	-0.008986	
747.5800	-292.310	-0.008996	
747.6000	-293.305	-0.009004	
747.6200	-294.301	-0.009016	
747.6400	-295.299	-0.009028	
747.6600	-296.294	-0.009038	
747.6800	-297.288	-0.009047	
747.7000	-298.282	-0.009059	
747.7200	-299.283	-0.009070	
747.7400	-300.281	-0.009080	
747.7600	-301.274	-0.009090	
747.7800	-302.275	-0.009101	
747.8000	-303.271	-0.009113	
747.8200	-304.268	-0.009125	
747.8400	-305.266	-0.009137	
747.8600	-306.262	-0.009149	
747.8800	-307.260	-0.009162	
747.9000	-308.254	-0.009171	
747.9200	-309.245	-0.009185	
747.9400	-310.238	-0.009197	
747.9600	-311.234	-0.009210	
747.9800	-312.232	-0.009223	
748.0000	-313.232	-0.009239	
748.0200	-314.231	-0.009250	
748.0400	-315.228	-0.009261	
748.0600	-316.225	-0.009273	
748.0800	-317.226	-0.009285	
748.1000	-318.225	-0.009300	
748.1200	-319.226	-0.009314	
748.1400	-320.228	-0.009330	
748.1600	-321.226	-0.009346	
748.1800	-322.224	-0.009360	
748.2000	-323.220	-0.009374	
748.2200	-324.218	-0.009389	
748.2400	-325.220	-0.009404	
748.2600	-326.226	-0.009419	
748.2800	-327.228	-0.009436	
748.3000	-328.230	-0.009453	
748.3200	-329.230	-0.009469	
748.3400	-330.228	-0.009485	
748.3600	-331.225	-0.009502	
748.3800	-332.222	-0.009520	
748.4000	-333.218	-0.009539	
748.4200	-334.213	-0.009556	
748.4400	-335.205	-0.009571	
748.4600	-336.202	-0.009590	
748.4800	-337.198	-0.009605	
748.5000	-338.193	-0.009618	
748.5200	-339.191	-0.009632	
748.5400	-340.190	-0.009651	
748.5600	-341.187	-0.009667	
748.5800	-342.178	-0.009684	
748.6000	-343.172	-0.009704	
748.6200	-344.168	-0.009723	
748.6400	-345.164	-0.009736	
748.6600	-346.157	-0.009754	
748.6800	-347.152	-0.009768	
748.7000	-348.148	-0.009788	
748.7200	-349.143	-0.009808	
748.7400	-350.141	-0.009830	
748.7600	-351.142	-0.009849	
748.7800	-352.137	-0.009862	
748.8000	-353.134	-0.009878	
748.8200	-354.131	-0.009898	
748.8400	-355.133	-0.009917	
748.8600	-356.130	-0.009936	
748.8800	-357.130	-0.009956	
748.9000	-358.129	-0.009978	
748.9200	-359.122	-0.009991	
748.9400	-360.114	-0.010007	
748.9600	-361.107	-0.010025	
748.9800	-362.106	-0.010043	
749.0000	-363.103	-0.010068	
749.0200	-364.100	-0.010086	
749.0400	-365.099	-0.010104	
749.0600	-366.093	-0.010121	
749.0800	-367.088	-0.010136	
749.1000	-368.086	-0.010155	
749.1200	-369.084	-0.010176	
749.1400	-370.084	-0.010194	
749.1600	-371.080	-0.010218	
749.1800	-372.074	-0.010238	
749.2000	-373.067	-0.010256	
749.2200	-374.063	-0.010273	
749.2400	-375.063	-0.010294	
749.2600	-376.067	-0.010315	
749.2800	-377.071	-0.010337	
749.3000	-378.070	-0.010361	
749.3200	-379.070	-0.010383	
749.3400	-380.066	-0.010404	
749.3600	-381.064	-0.010422	
749.3800	-382.061	-0.010441	
749.4000	-383.056	-0.010463	
749.4200	-384.053	-0.010485	
749.4400	-385.048	-0.010508	
749.4600	-386.042	-0.010536	
749.4800	-387.034	-0.010555	
749.5000	-388.029	-0.010576	
749.5200	-389.026	-0.010600	
749.5400	-390.024	-0.010624	
749.5600	-391.020	-0.010653	
749.5800	-392.010	-0.010677	
749.6000	-393.002	-0.010705	
749.6200	-393.996	-0.010731	
749.6400	-394.992	-0.010756	
749.6600	-395.988	-0.010777	
749.6800	-396.986	-0.010803	
749.7000	-397.982	-0.010828	
749.7200	-398.979	-0.010858	
749.7400	-399.976	-0.010886	
749.7600	-400.972	-0.010915	
749.7800	-401.965	-0.010939	
749.8000	-402.962	-0.010962	
749.8200	-403.957	-0.010989	
749.8400	-404.951	-0.011016	
749.8600	-405.945	-0.011042	
749.8800	-406.942	-0.011069	
749.9000	-407.940	-0.011104	
749.9200	-408.933	-0.011129	
749.9400	-409.929	-0.011152	
749.9600	-410.916	-0.011176	
749.9800	-411.907	-0.011206	
750.0000	-412.898	-0.011233	
750.0200	-413.891	-0.011263	
750.0400	-414.884	-0.011293	
750.0600	-415.876	-0.011322	
750.0800	-416.870	-0.011351	
750.1000	-417.867	-0.011379	
750.1200	-418.863	-0.011409	
750.1400	-419.862	-0.011437	
750.1600	-420.859	-0.011469	
750.1800	-421.857	-0.011499	
750.2000	-422.850	-0.011529	
750.2200	-423.846	-0.011553	
750.2400	-424.844	-0.011581	
750.2600	-425.842	-0.011613	
750.2800	-426.847	-0.011645	
750.3000	-427.852	-0.011677	
750.3200	-428.855	-0.011711	
750.3400	-429.858	-0.011743	
750.3600	-430.858	-0.011771	
750.3800	-431.859	-0.011800	
750.4000	-432.859	-0.011827	
750.4200	-433.860	-0.011862	
750.4400	-434.859	-0.011897	
750.4600	-435.855	-0.011935	
750.4800	-436.853	-0.011967	
750.5000	-437.849	-0.012004	
750.5200	-438.847	-0.012037	
750.5400	-439.846	-0.012071	
750.5600	-440.845	-0.012104	
750.5800	-441.843	-0.012142	
750.6000	-442.839	-0.012178	
750.6200	-443.835	-0.012214	
750.6400	-444.829	-0.012253	
750.6600	-445.825	-0.012286	
750.6800	-446.822	-0.012323	
750.7000	-447.819	-0.012358	
750.7200	-448.816	-0.012394	
750.7400	-449.810	-0.012430	
750.7600	-450.807	-0.012466	
750.7800	-451.809	-0.012504	
750.8000	-452.809	-0.012539	
750.8200	-453.806	-0.012572	
750.8400	-454.805	-0.012611	
750.8600	-455.803	-0.012648	
750.8800	-456.801	-0.012688	
750.9000	-457.801	-0.012723	
750.9200	-458.800	-0.012764	
750.9400	-459.796	-0.012807	
750.9600	-460.792	-0.012842	
750.9800	-461.785	-0.012885	
751.0000	-462.779	-0.012924	
751.0200	-463.776	-0.012965	
751.0400	-464.771	-0.013011	
751.0600	-465.771	-0.013054	
751.0800	-466.770	-0.013097	
751.1000	-467.767	-0.013138	
751.1200	-468.764	-0.013180	
751.1400	-469.763	-0.013226	
751.1600	-470.758	-0.013266	
751.1800	-471.758	-0.013310	
751.2000	-472.759	-0.013352	
751.2200	-473.756	-0.013394	
751.2400	-474.752	-0.013431	
751.2600	-475.750	-0.013466	
751.2800	-476.749	-0.013505	
751.3000	-477.749	-0.013545	
751.3200	-478.754	-0.013591	
751.3400	-479.756	-0.013634	
751.3600	-480.759	-0.013675	
751.3800	-481.759	-0.013717	
751.4000	-482.757	-0.013757	
751.4200	-483.755	-0.013793	
751.4400	-484.749	-0.013836	
751.4600	-485.748	-0.013877	
751.4800	-486.751	-0.013919	
751.5000	-487.745	-0.013964	
751.5200	-488.739	-0.014009	
751.5400	-489.731	-0.014051	
751.5600	-490.724	-0.014094	
751.5800	-491.720	-0.014142	
751.6000	-492.717	-0.014188	
751.6200	-493.716	-0.014236	
751.6400	-494.711	-0.014281	
751.6600	-495.702	-0.014328	
751.6800	-496.695	-0.014371	
751.7000	-497.686	-0.014414	
751.7200	-498.679	-0.014462	
751.7400	-499.673	-0.014512	
751.7600	-500.669	-0.014563	
751.7800	-501.664	-0.014613	
751.8000	-502.656	-0.014662	
751.8200	-503.651	-0.014707	
751.8400	-504.648	-0.014754	
751.8600	-505.648	-0.014807	
751.8800	-506.650	-0.014857	
751.9000	-507.647	-0.014909	
751.9200	-508.642	-0.014964	
751.9400	-509.638	-0.015014	
751.9600	-510.632	-0.015065	
751.9800	-511.626	-0.015114	
752.0000	-512.617	-0.015164	
752.0200	-513.618	-0.015214	
752.0400	-514.614	-0.015266	
752.0600	-515.614	-0.015322	
752.0800	-516.617	-0.015375	
752.1000	-517.616	-0.015428	
752.1200	-518.615	-0.015481	
752.1400	-519.613	-0.015539	
752.1600	-520.612	-0.015593	
752.1800	-521.610	-0.015646	
752.2000	-522.607	-0.015700	
752.2200	-523.606	-0.015753	
752.2400	-524.609	-0.015804	
752.2600	-525.605	-0.015856	
752.2800	-526.602	-0.015910	
752.3000	-527.604	-0.015967	
752.3200	-528.611	-0.016026	
752.3400	-529.612	-0.016085	
752.3600	-530.615	-0.016143	
752.3800	-531.613	-0.016198	
752.4000	-532.606	-0.016251	
752.4200	-533.606	-0.016304	
752.4400	-534.608	-0.016357	
752.4600	-535.607	-0.016407	
752.4800	-536.604	-0.016462	
752.5000	-537.603	-0.016521	
752.5200	-538.598	-0.016582	
752.5400	-539.595	-0.016640	
752.5600	-540.591	-0.016698	
752.5800	-541.590	-0.016756	
752.6000	-542.593	-0.016812	
752.6200	-543.592	-0.016870	
752.6400	-544.588	-0.016931	
752.6600	-545.581	-0.016990	
752.6800	-546.575	-0.017046	
752.7000	-547.572	-0.017104	
752.7200	-548.569	-0.017162	
752.7400	-549.563	-0.017223	
752.7600	-550.558	-0.017287	
752.7800	-551.553	-0.017352	
752.8000	-552.549	-0.017415	
752.8200	-553.544	-0.017479	
752.8400	-554.544	-0.017542	
752.8600	-555.541	-0.017602	
752.8800	-556.539	-0.017662	
752.9000	-557.533	-0.017723	
752.9200	-558.526	-0.017786	
752.9400	-559.521	-0.017849	
752.9600	-560.520	-0.017912	
752.9800	-561.519	-0.017977	
753.0000	-562.514	-0.018044	
753.0200	-563.505	-0.018107	
753.0400	-564.501	-0.018172	
753.0600	-565.495	-0.018236	
753.0800	-566.486	-0.018301	
753.1000	-567.483	-0.018370	
753.1200	-568.480	-0.018437	
753.1400	-569.477	-0.018501	
753.1600	-570.474	-0.018563	
753.1800	-571.471	-0.018632	
753.2000	-572.466	-0.018702	
753.2200	-573.466	-0.018772	
753.2400	-574.465	-0.018841	
753.2600	-575.464	-0.018911	
753.2800	-576.460	-0.018975	
753.3000	-577.456	-0.019038	
753.3200	-578.455	-0.019099	
753.3400	-579.460	-0.019162	
753.3600	-580.459	-0.019228	
753.3800	-581.463	-0.019294	
753.4000	-582.465	-0.019359	
753.4200	-583.461	-0.019416	
753.4400	-584.459	-0.019477	
753.4600	-585.457	-0.019534	
753.4800	-586.449	-0.019592	
753.5000	-587.444	-0.019652	
753.5200	-588.441	-0.019711	
753.5400	-589.437	-0.019769	
753.5600	-590.430	-0.019829	
753.5800	-591.422	-0.019886	
753.6000	-592.412	-0.019943	
753.6200	-593.409	-0.020004	
753.6400	-594.404	-0.020063	
753.6600	-595.395	-0.020125	
753.6800	-596.390	-0.020185	
753.7000	-597.384	-0.020242	
753.7200	-598.380	-0.020301	
753.7400	-599.378	-0.020360	
753.7600	-600.373	-0.020414	
753.7800	-601.370	-0.020470	
753.8000	-602.370	-0.020528	
753.8200	-603.367	-0.020583	
753.8400	-604.362	-0.020639	
753.8600	-605.358	-0.020695	
753.8800	-606.356	-0.020747	
753.9000	-607.353	-0.020799	
753.9200	-608.355	-0.020854	
